gene_symbol	n_cohorts_detected	cohorts_detected	meta_direction	meta_beta	meta_se	meta_z	meta_p_value	meta_fdr	n_nominal_p_lt_0_05	n_fdr_lt_0_10	n_case_up_cohorts	n_case_down_cohorts	direction_consistency	leave_one_cohort_out_tested	leave_one_cohort_out_replicated	leave_one_cohort_out_replication_rate	leave_one_cohort_out_details	heterogeneity_q	heterogeneity_i2	tau_sq	heterogeneity_flag	effects_by_cohort	p_values_by_cohort	fdr_by_cohort
MRPL54	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.15121994151793744	0.04732567483827594	-3.195304494541178	0.001396833840850544	0.4325451833291656	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.066865,discovery_mean=-0.23895);GSE111010_JSS:match(heldout=-0.12063,discovery_mean=-0.22103);GSE111016_SSS:match(heldout=-0.15661,discovery_mean=-0.20903);GSE226151:match(heldout=-0.43961,discovery_mean=-0.1147)	2.2318365784371155	0.0	0.0	False	GSE111006_HSS:-0.0668652;GSE111010_JSS:-0.120625;GSE111016_SSS:-0.15661;GSE226151:-0.439608	GSE111006_HSS:0.638336;GSE111010_JSS:0.224813;GSE111016_SSS:0.0147228;GSE226151:0.0503738	GSE111006_HSS:0.933737;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.558041
PGAM2	3	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS	case_down	-0.21360046449473963	0.06765936272979481	-3.1569978769645948	0.001594025068883267	0.4520123473243978	1	0	0	3	1.0	3	3	1.0	GSE111006_HSS:match(heldout=-0.23088,discovery_mean=-0.23753);GSE111010_JSS:match(heldout=-0.2784,discovery_mean=-0.21377);GSE111016_SSS:match(heldout=-0.19666,discovery_mean=-0.25464)	0.13407530052237832	0.0	0.0	False	GSE111006_HSS:-0.23088;GSE111010_JSS:-0.278398;GSE111016_SSS:-0.196658	GSE111006_HSS:0.0728036;GSE111010_JSS:0.250707;GSE111016_SSS:0.0279434	GSE111006_HSS:0.603554;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611
ADAMTS17	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_up	0.2791548283053444	0.08845814867210282	3.1557842041225297	0.0016006723867483294	0.4520123473243978	2	0	4	0	1.0	4	4	1.0	GSE111006_HSS:match(heldout=0.53857,discovery_mean=0.28806);GSE111010_JSS:match(heldout=0.1778,discovery_mean=0.40832);GSE111016_SSS:match(heldout=0.23875,discovery_mean=0.388);GSE226151:match(heldout=0.44763,discovery_mean=0.31837)	1.7286703885688484	0.0	0.0	False	GSE111006_HSS:0.538568;GSE111010_JSS:0.1778;GSE111016_SSS:0.238751;GSE226151:0.447627	GSE111006_HSS:0.0340694;GSE111010_JSS:0.394686;GSE111016_SSS:0.0398967;GSE226151:0.236892	GSE111006_HSS:0.521845;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.647942
ARPC5L	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.13934349782736818	0.04418623212128572	-3.153550124954931	0.0016129752554887686	0.4520123473243978	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.19224,discovery_mean=-0.11888);GSE111010_JSS:match(heldout=-0.10156,discovery_mean=-0.14911);GSE111016_SSS:match(heldout=-0.13039,discovery_mean=-0.1395);GSE226151:match(heldout=-0.12469,discovery_mean=-0.1414)	0.3574680855222248	0.0	0.0	False	GSE111006_HSS:-0.192243;GSE111010_JSS:-0.10156;GSE111016_SSS:-0.130388;GSE226151:-0.124693	GSE111006_HSS:0.0692727;GSE111010_JSS:0.56363;GSE111016_SSS:0.0271832;GSE226151:0.299504	GSE111006_HSS:0.596245;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.678694
LMO1	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.31736116997392866	0.10066772450441692	-3.1525612755854437	0.001618448496246663	0.4520123473243978	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.46103,discovery_mean=-0.25597);GSE111010_JSS:match(heldout=-0.29482,discovery_mean=-0.31137);GSE111016_SSS:match(heldout=-0.28025,discovery_mean=-0.31623);GSE226151:match(heldout=-0.19282,discovery_mean=-0.34537)	0.8467251715754873	0.0	0.0	False	GSE111006_HSS:-0.461031;GSE111010_JSS:-0.294823;GSE111016_SSS:-0.280252;GSE226151:-0.192823	GSE111006_HSS:0.0245073;GSE111010_JSS:0.309986;GSE111016_SSS:0.068752;GSE226151:0.460587	GSE111006_HSS:0.49537;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.761376
PRSS56	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.24581808699467841	0.07804702392930138	-3.149615124560699	0.001634856812820558	0.4520123473243978	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.56234,discovery_mean=-0.25138);GSE111010_JSS:match(heldout=-0.22336,discovery_mean=-0.36437);GSE111016_SSS:match(heldout=-0.1614,discovery_mean=-0.38503);GSE226151:match(heldout=-0.36939,discovery_mean=-0.3157)	2.7966946690128247	0.0	0.0	False	GSE111006_HSS:-0.562337;GSE111010_JSS:-0.22336;GSE111016_SSS:-0.161396;GSE226151:-0.369386	GSE111006_HSS:0.0275642;GSE111010_JSS:0.270469;GSE111016_SSS:0.123732;GSE226151:0.0670006	GSE111006_HSS:0.509161;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.561651
PRSS55	2	GSE111016_SSS,GSE226151	case_down	-0.014865573133751921	0.00472116793767246	-3.148706703511306	0.001639946975062147	0.4520123473243978	1	0	0	2	1.0	2	2	1.0	GSE111016_SSS:match(heldout=-0.015058,discovery_mean=-0.013475);GSE226151:match(heldout=-0.013475,discovery_mean=-0.015058)	0.01198122077635874	0.0	0.0	False	GSE111016_SSS:-0.0150576;GSE226151:-0.013475	GSE111016_SSS:0.00494286;GSE226151:0.326743	GSE111016_SSS:0.894611;GSE226151:0.693749
ZNF584-DT	3	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS	case_up	0.1656634636704907	0.05275364360252625	3.1403226840346146	0.0016876183484153563	0.46154327472424767	1	0	3	0	1.0	3	3	1.0	GSE111006_HSS:match(heldout=0.27506,discovery_mean=0.15752);GSE111010_JSS:match(heldout=0.16443,discovery_mean=0.21283);GSE111016_SSS:match(heldout=0.15061,discovery_mean=0.21975)	0.5491591896453721	0.0	0.0	False	GSE111006_HSS:0.275062;GSE111010_JSS:0.164434;GSE111016_SSS:0.150605	GSE111006_HSS:0.0911085;GSE111010_JSS:0.394852;GSE111016_SSS:0.0143621	GSE111006_HSS:0.635519;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611
RNF5	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.027378786706805932	0.008752857938650544	-3.1279825285302194	0.0017601064365485846	0.4677264402201342	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.064837,discovery_mean=-0.061307);GSE111010_JSS:match(heldout=-0.058283,discovery_mean=-0.063491);GSE111016_SSS:match(heldout=-0.026303,discovery_mean=-0.074151);GSE226151:match(heldout=-0.099334,discovery_mean=-0.049808)	0.7988988864479296	0.0	0.0	False	GSE111006_HSS:-0.0648373;GSE111010_JSS:-0.0582829;GSE111016_SSS:-0.0263035;GSE226151:-0.0993337	GSE111006_HSS:0.496201;GSE111010_JSS:0.695706;GSE111016_SSS:0.00515377;GSE226151:0.299557	GSE111006_HSS:0.888976;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.67873
RPL39	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.17938057323994372	0.057405159314846736	-3.1248162252473777	0.0017791617466897463	0.4694606442726627	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.24499,discovery_mean=-0.17755);GSE111010_JSS:match(heldout=-0.060612,discovery_mean=-0.23901);GSE111016_SSS:match(heldout=-0.14933,discovery_mean=-0.20944);GSE226151:match(heldout=-0.32271,discovery_mean=-0.15165)	1.7265751345777822	0.0	0.0	False	GSE111006_HSS:-0.244994;GSE111010_JSS:-0.0606124;GSE111016_SSS:-0.149329;GSE226151:-0.322709	GSE111006_HSS:0.144715;GSE111010_JSS:0.743313;GSE111016_SSS:0.0473569;GSE226151:0.0328453	GSE111006_HSS:0.700548;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.534575
TMEM126A	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.17516261854640228	0.05623962902603749	-3.1145763508736253	0.0018420927514843847	0.4800650564198121	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.16056,discovery_mean=-0.17118);GSE111010_JSS:match(heldout=-0.10898,discovery_mean=-0.18837);GSE111016_SSS:match(heldout=-0.098198,discovery_mean=-0.19196);GSE226151:match(heldout=-0.30636,discovery_mean=-0.12258)	2.593837674905786	0.0	0.0	False	GSE111006_HSS:-0.16056;GSE111010_JSS:-0.108975;GSE111016_SSS:-0.0981978;GSE226151:-0.306359	GSE111006_HSS:0.243269;GSE111010_JSS:0.467524;GSE111016_SSS:0.295198;GSE226151:0.00447137	GSE111006_HSS:0.774933;GSE111010_JSS:0.999436;GSE111016_SSS:0.908485;GSE226151:0.370866
ZNF891	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_up	0.12298265515655173	0.039499336706812424	3.1135372239134584	0.0018485918948565182	0.4800650564198121	1	0	4	0	1.0	4	4	1.0	GSE111006_HSS:match(heldout=0.22156,discovery_mean=0.12969);GSE111010_JSS:match(heldout=0.1419,discovery_mean=0.15624);GSE111016_SSS:match(heldout=0.060147,discovery_mean=0.18349);GSE226151:match(heldout=0.18702,discovery_mean=0.1412)	2.827072766621887	0.0	0.0	False	GSE111006_HSS:0.221561;GSE111010_JSS:0.141901;GSE111016_SSS:0.0601472;GSE226151:0.187019	GSE111006_HSS:0.0582987;GSE111010_JSS:0.316568;GSE111016_SSS:0.284203;GSE226151:0.0159377	GSE111006_HSS:0.578916;GSE111010_JSS:0.999436;GSE111016_SSS:0.908485;GSE226151:0.493013
SMIM30	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.11271905853670289	0.036219930833777655	-3.112072716372621	0.0018577873223430772	0.4800650564198121	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.17618,discovery_mean=-0.072593);GSE111010_JSS:match(heldout=-0.041081,discovery_mean=-0.11763);GSE111016_SSS:match(heldout=-0.12712,discovery_mean=-0.088948);GSE226151:match(heldout=-0.049579,discovery_mean=-0.11479)	1.599538088625681	0.0	0.0	False	GSE111006_HSS:-0.176182;GSE111010_JSS:-0.0410812;GSE111016_SSS:-0.127118;GSE226151:-0.0495792	GSE111006_HSS:0.0521436;GSE111010_JSS:0.661076;GSE111016_SSS:0.0133682;GSE226151:0.631957	GSE111006_HSS:0.571706;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.846036
MRPL11	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.12286901807108694	0.039543056181034	-3.1072210885414187	0.0018885510026817696	0.48029513664897955	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.081216,discovery_mean=-0.16081);GSE111010_JSS:match(heldout=-0.045372,discovery_mean=-0.17276);GSE111016_SSS:match(heldout=-0.12403,discovery_mean=-0.14654);GSE226151:match(heldout=-0.31304,discovery_mean=-0.083541)	2.689918546134888	0.0	0.0	False	GSE111006_HSS:-0.0812159;GSE111010_JSS:-0.0453725;GSE111016_SSS:-0.124033;GSE226151:-0.313037	GSE111006_HSS:0.401577;GSE111010_JSS:0.684302;GSE111016_SSS:0.0189337;GSE226151:0.0255756	GSE111006_HSS:0.85491;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.511558
RP9	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.151469494743284	0.04890654296088163	-3.097121276072168	0.0019540991149823886	0.48029513664897955	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.051194,discovery_mean=-0.22967);GSE111010_JSS:match(heldout=-0.17178,discovery_mean=-0.18948);GSE111016_SSS:match(heldout=-0.15371,discovery_mean=-0.1955);GSE226151:match(heldout=-0.36352,discovery_mean=-0.12556)	2.260915167813691	0.0	0.0	False	GSE111006_HSS:-0.0511937;GSE111010_JSS:-0.171783;GSE111016_SSS:-0.153709;GSE226151:-0.363525	GSE111006_HSS:0.624774;GSE111010_JSS:0.0469839;GSE111016_SSS:0.0722399;GSE226151:0.062267	GSE111006_HSS:0.929246;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.561229
CISD3	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.07827969179946676	0.025324305112817195	-3.0910894277548273	0.0019942356269567214	0.48029513664897955	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.16583,discovery_mean=-0.1381);GSE111010_JSS:match(heldout=-0.067243,discovery_mean=-0.17096);GSE111016_SSS:match(heldout=-0.066093,discovery_mean=-0.17135);GSE226151:match(heldout=-0.28097,discovery_mean=-0.099722)	2.6416745795828653	0.0	0.0	False	GSE111006_HSS:-0.165829;GSE111010_JSS:-0.067243;GSE111016_SSS:-0.0660929;GSE226151:-0.280966	GSE111006_HSS:0.100863;GSE111010_JSS:0.661746;GSE111016_SSS:0.019244;GSE226151:0.0850261	GSE111006_HSS:0.643493;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.577859
HCCS	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.12397889147895833	0.0401280217943923	-3.089583934991876	0.0020043706250678387	0.48029513664897955	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.15607,discovery_mean=-0.064865);GSE111010_JSS:match(heldout=-0.024163,discovery_mean=-0.10883);GSE111016_SSS:match(heldout=-0.16186,discovery_mean=-0.062935);GSE226151:match(heldout=-0.0085747,discovery_mean=-0.11403)	2.4461206827581177	0.0	0.0	False	GSE111006_HSS:-0.156068;GSE111010_JSS:-0.0241628;GSE111016_SSS:-0.161857;GSE226151:-0.00857472	GSE111006_HSS:0.133332;GSE111010_JSS:0.824818;GSE111016_SSS:0.00378464;GSE226151:0.942253	GSE111006_HSS:0.686933;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.978989
NDUFV2P1	3	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS	case_down	-0.15657842888924683	0.05071833570988768	-3.0872154359497532	0.002020411113492942	0.48029513664897955	1	0	0	3	1.0	3	3	1.0	GSE111006_HSS:match(heldout=-0.19488,discovery_mean=-0.1124);GSE111010_JSS:match(heldout=-0.046379,discovery_mean=-0.18665);GSE111016_SSS:match(heldout=-0.17841,discovery_mean=-0.12063)	1.1949748109552452	0.0	0.0	False	GSE111006_HSS:-0.194883;GSE111010_JSS:-0.0463795;GSE111016_SSS:-0.178413	GSE111006_HSS:0.0540679;GSE111010_JSS:0.687342;GSE111016_SSS:0.0148644	GSE111006_HSS:0.571706;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611
MTCO3P11	2	GSE111010_JSS,GSE111016_SSS	case_up	0.15635846111653595	0.050699852701830035	3.084002275826969	0.0020423603312402817	0.48029513664897955	1	0	2	0	1.0	2	2	1.0	GSE111010_JSS:match(heldout=0.13794,discovery_mean=0.15653);GSE111016_SSS:match(heldout=0.15653,discovery_mean=0.13794)	0.0012472653733726976	0.0	0.0	False	GSE111010_JSS:0.137943;GSE111016_SSS:0.156533	GSE111010_JSS:0.795009;GSE111016_SSS:0.00396526	GSE111010_JSS:0.999436;GSE111016_SSS:0.894611
TRBC2	2	GSE111006_HSS,GSE111016_SSS	case_down	-0.08415831240863123	0.027291859767844255	-3.083641537239174	0.0020448381619916586	0.48029513664897955	1	0	0	2	1.0	2	2	1.0	GSE111006_HSS:match(heldout=-0.50478,discovery_mean=-0.082528);GSE111016_SSS:match(heldout=-0.082528,discovery_mean=-0.50478)	0.9204253891012439	0.0	0.0	False	GSE111006_HSS:-0.504776;GSE111016_SSS:-0.0825284	GSE111006_HSS:0.259896;GSE111016_SSS:0.00458592	GSE111006_HSS:0.786338;GSE111016_SSS:0.894611
NDUFB10	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.19928164355278183	0.0647485232953717	-3.07777897333184	0.0020854953351506595	0.48029513664897955	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.087521,discovery_mean=-0.25202);GSE111010_JSS:match(heldout=-0.10715,discovery_mean=-0.24547);GSE111016_SSS:match(heldout=-0.22308,discovery_mean=-0.20683);GSE226151:match(heldout=-0.42582,discovery_mean=-0.13925)	3.6263188776258586	17.271478288635993	0.0030314043527532807	False	GSE111006_HSS:-0.0875211;GSE111010_JSS:-0.107154;GSE111016_SSS:-0.223076;GSE226151:-0.42582	GSE111006_HSS:0.409294;GSE111010_JSS:0.548316;GSE111016_SSS:0.0108679;GSE226151:0.00947778	GSE111006_HSS:0.857085;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.467656
HSPBAP1	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_up	0.16335157328687847	0.05308885391864537	3.076946688983008	0.0020913269971825146	0.48029513664897955	1	0	4	0	1.0	4	4	1.0	GSE111006_HSS:match(heldout=0.27598,discovery_mean=0.12198);GSE111010_JSS:match(heldout=0.1078,discovery_mean=0.17805);GSE111016_SSS:match(heldout=0.084376,discovery_mean=0.18585);GSE226151:match(heldout=0.17378,discovery_mean=0.15605)	2.321898363712044	0.0	0.0	False	GSE111006_HSS:0.275981;GSE111010_JSS:0.107798;GSE111016_SSS:0.0843764;GSE226151:0.17378	GSE111006_HSS:0.00812518;GSE111010_JSS:0.559761;GSE111016_SSS:0.324144;GSE226151:0.133014	GSE111006_HSS:0.428473;GSE111010_JSS:0.999436;GSE111016_SSS:0.908485;GSE226151:0.595524
NEAT1	3	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS	case_up	0.15770425785162986	0.05127052630058312	3.0759243025331737	0.0020985111396819613	0.48029513664897955	1	0	3	0	1.0	3	3	1.0	GSE111006_HSS:match(heldout=0.20909,discovery_mean=0.079071);GSE111010_JSS:match(heldout=0.0083877,discovery_mean=0.17942);GSE111016_SSS:match(heldout=0.14975,discovery_mean=0.10874)	0.41974337062577893	0.0	0.0	False	GSE111006_HSS:0.209091;GSE111010_JSS:0.00838772;GSE111016_SSS:0.149755	GSE111006_HSS:0.0841512;GSE111010_JSS:0.979829;GSE111016_SSS:0.0138187	GSE111006_HSS:0.624202;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611
SNHG16	3	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS	case_down	-0.12424616265878564	0.040415172524493836	-3.074245509739828	0.002110356855751536	0.48029513664897955	2	0	0	3	1.0	3	3	1.0	GSE111006_HSS:match(heldout=-0.2912,discovery_mean=-0.066928);GSE111010_JSS:match(heldout=-0.024222,discovery_mean=-0.20042);GSE111016_SSS:match(heldout=-0.10963,discovery_mean=-0.15771)	1.9833937952050245	0.0	0.0	False	GSE111006_HSS:-0.291199;GSE111010_JSS:-0.0242216;GSE111016_SSS:-0.109634	GSE111006_HSS:0.0326438;GSE111010_JSS:0.911731;GSE111016_SSS:0.0159007	GSE111006_HSS:0.519275;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611
PKIB	2	GSE111016_SSS,GSE226151	case_down	-0.13699777405615057	0.04457078822082612	-3.0737121672023084	0.0021141329857493427	0.48029513664897955	1	0	0	2	1.0	2	2	1.0	GSE111016_SSS:match(heldout=-0.13496,discovery_mean=-0.14755);GSE226151:match(heldout=-0.14755,discovery_mean=-0.13496)	0.010800629885513596	0.0	0.0	False	GSE111016_SSS:-0.134964;GSE226151:-0.147546	GSE111016_SSS:0.00865823;GSE226151:0.191558	GSE111016_SSS:0.894611;GSE226151:0.6237
KLHL31	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.16383831482830033	0.05339926088657064	-3.0681757033364474	0.0021536994688162426	0.48029513664897955	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.24614,discovery_mean=-0.10488);GSE111010_JSS:match(heldout=-0.15515,discovery_mean=-0.13521);GSE111016_SSS:match(heldout=-0.15536,discovery_mean=-0.13514);GSE226151:match(heldout=-0.0041244,discovery_mean=-0.18555)	0.8195171533253229	0.0	0.0	False	GSE111006_HSS:-0.246139;GSE111010_JSS:-0.155149;GSE111016_SSS:-0.155364;GSE226151:-0.00412435	GSE111006_HSS:0.068649;GSE111010_JSS:0.184629;GSE111016_SSS:0.0353929;GSE226151:0.987066	GSE111006_HSS:0.595098;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.994955
SLC25A12	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.13591095667096026	0.04447127136544193	-3.0561518143727944	0.0022419770658915986	0.48054702992933535	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.23378,discovery_mean=-0.080108);GSE111010_JSS:match(heldout=-0.050061,discovery_mean=-0.14135);GSE111016_SSS:match(heldout=-0.14977,discovery_mean=-0.10811);GSE226151:match(heldout=-0.04049,discovery_mean=-0.14454)	2.2319705967883827	0.0	0.0	False	GSE111006_HSS:-0.233779;GSE111010_JSS:-0.0500613;GSE111016_SSS:-0.149773;GSE226151:-0.0404897	GSE111006_HSS:0.0248171;GSE111010_JSS:0.611194;GSE111016_SSS:0.0229989;GSE226151:0.785554	GSE111006_HSS:0.498292;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.918484
LINC01560	3	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS	case_down	-0.13034209913276143	0.042649867463020914	-3.0560962292737033	0.0022423927526834166	0.48054702992933535	1	0	0	3	1.0	3	3	1.0	GSE111006_HSS:match(heldout=-0.17036,discovery_mean=-0.13118);GSE111010_JSS:match(heldout=-0.14585,discovery_mean=-0.14344);GSE111016_SSS:match(heldout=-0.11652,discovery_mean=-0.1581)	0.25923231642073485	0.0	0.0	False	GSE111006_HSS:-0.170355;GSE111010_JSS:-0.145847;GSE111016_SSS:-0.116522	GSE111006_HSS:0.0882956;GSE111010_JSS:0.263297;GSE111016_SSS:0.0289768	GSE111006_HSS:0.630896;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611
DNPH1	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.15468850666342615	0.050669375553058074	-3.0528994086663883	0.0022664189734527824	0.48109642960719323	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.038055,discovery_mean=-0.19209);GSE111010_JSS:match(heldout=-0.05303,discovery_mean=-0.1871);GSE111016_SSS:match(heldout=-0.17689,discovery_mean=-0.14581);GSE226151:match(heldout=-0.34635,discovery_mean=-0.089325)	2.389215042709857	0.0	0.0	False	GSE111006_HSS:-0.0380554;GSE111010_JSS:-0.0530298;GSE111016_SSS:-0.17689;GSE226151:-0.346346	GSE111006_HSS:0.777859;GSE111010_JSS:0.724537;GSE111016_SSS:0.00705883;GSE226151:0.0749284	GSE111006_HSS:0.960811;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.568217
CLEC2L	2	GSE111016_SSS,GSE226151	case_down	-0.17160118749438588	0.05626298985237622	-3.049983442839351	0.0022885398229170735	0.48109642960719323	1	0	0	2	1.0	2	2	1.0	GSE111016_SSS:match(heldout=-0.1607,discovery_mean=-0.24942);GSE226151:match(heldout=-0.24942,discovery_mean=-0.1607)	0.26808723998574163	0.0	0.0	False	GSE111016_SSS:-0.160696;GSE226151:-0.249421	GSE111016_SSS:0.0110661;GSE226151:0.128888	GSE111016_SSS:0.894611;GSE226151:0.592402
CKMT2	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.3291375334376063	0.10798578420855556	-3.047970951453527	0.0023039219737743836	0.48109642960719323	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.29039,discovery_mean=-0.34576);GSE111010_JSS:match(heldout=-0.076635,discovery_mean=-0.41701);GSE111016_SSS:match(heldout=-0.40419,discovery_mean=-0.30783);GSE226151:match(heldout=-0.55645,discovery_mean=-0.25707)	5.089081801891629	41.050269640293656	0.019068746020685437	False	GSE111006_HSS:-0.290394;GSE111010_JSS:-0.0766353;GSE111016_SSS:-0.404192;GSE226151:-0.556453	GSE111006_HSS:0.176826;GSE111010_JSS:0.612016;GSE111016_SSS:0.0112008;GSE226151:0.00166305	GSE111006_HSS:0.729973;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.276926
SUMO1P3	3	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS	case_down	-0.11078282241312411	0.036357682770264244	-3.047026487170127	0.002311173432151773	0.48109642960719323	1	0	0	3	1.0	3	3	1.0	GSE111006_HSS:match(heldout=-0.13323,discovery_mean=-0.13297);GSE111010_JSS:match(heldout=-0.17195,discovery_mean=-0.11361);GSE111016_SSS:match(heldout=-0.093992,discovery_mean=-0.15259)	0.591995655773226	0.0	0.0	False	GSE111006_HSS:-0.133231;GSE111010_JSS:-0.171947;GSE111016_SSS:-0.0939921	GSE111006_HSS:0.152349;GSE111010_JSS:0.0983464;GSE111016_SSS:0.0364853	GSE111006_HSS:0.706185;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611
ENY2	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.07961642520055395	0.02618093103804463	-3.0410081705979026	0.002357874322648193	0.4854241373368415	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.11841,discovery_mean=-0.068053);GSE111010_JSS:match(heldout=-0.012125,discovery_mean=-0.10348);GSE111016_SSS:match(heldout=-0.058992,discovery_mean=-0.087859);GSE226151:match(heldout=-0.13304,discovery_mean=-0.063176)	3.4733491984030005	13.628033674835807	0.00037676233488919325	False	GSE111006_HSS:-0.118413;GSE111010_JSS:-0.0121246;GSE111016_SSS:-0.058992;GSE226151:-0.133041	GSE111006_HSS:0.018921;GSE111010_JSS:0.822403;GSE111016_SSS:0.166614;GSE226151:0.01951	GSE111006_HSS:0.478434;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.495387
COX17P1	3	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS	case_down	-0.1250148447245629	0.0411645457925006	-3.036954309048595	0.002389816776708153	0.4876193809580172	1	0	0	3	1.0	3	3	1.0	GSE111006_HSS:match(heldout=-0.14778,discovery_mean=-0.12491);GSE111010_JSS:match(heldout=-0.13217,discovery_mean=-0.13272);GSE111016_SSS:match(heldout=-0.11765,discovery_mean=-0.13998)	0.0666824784901267	0.0	0.0	False	GSE111006_HSS:-0.147784;GSE111010_JSS:-0.13217;GSE111016_SSS:-0.117654	GSE111006_HSS:0.208756;GSE111010_JSS:0.13074;GSE111016_SSS:0.0291141	GSE111006_HSS:0.750346;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611
