gene_symbol	n_cohorts_detected	cohorts_detected	meta_direction	meta_beta	meta_se	meta_z	meta_p_value	meta_fdr	n_nominal_p_lt_0_05	n_fdr_lt_0_10	n_case_up_cohorts	n_case_down_cohorts	direction_consistency	leave_one_cohort_out_tested	leave_one_cohort_out_replicated	leave_one_cohort_out_replication_rate	leave_one_cohort_out_details	heterogeneity_q	heterogeneity_i2	tau_sq	heterogeneity_flag	effects_by_cohort	p_values_by_cohort	fdr_by_cohort
COA6	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.1466158723275851	0.04292403110876835	-3.4157060401914348	0.0006361688153661997	0.33944052633682265	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.044406,discovery_mean=-0.20017);GSE111010_JSS:match(heldout=-0.11198,discovery_mean=-0.17765);GSE111016_SSS:match(heldout=-0.15215,discovery_mean=-0.16426);GSE226151:match(heldout=-0.33639,discovery_mean=-0.10284)	3.105908623350531	3.409907894723608	0.0003000152996864049	False	GSE111006_HSS:-0.0444059;GSE111010_JSS:-0.111977;GSE111016_SSS:-0.152145;GSE226151:-0.336391	GSE111006_HSS:0.679461;GSE111010_JSS:0.268068;GSE111016_SSS:0.00884064;GSE226151:0.0156536	GSE111006_HSS:0.941368;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.493013
FUNDC1	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.1140622419886084	0.03340802596974084	-3.414216754139252	0.0006396566499659228	0.33944052633682265	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.10086,discovery_mean=-0.13433);GSE111010_JSS:match(heldout=-0.089939,discovery_mean=-0.13797);GSE111016_SSS:match(heldout=-0.094094,discovery_mean=-0.13659);GSE226151:match(heldout=-0.21896,discovery_mean=-0.094964)	1.8564257818653356	0.0	0.0	False	GSE111006_HSS:-0.10086;GSE111010_JSS:-0.0899385;GSE111016_SSS:-0.0940939;GSE226151:-0.21896	GSE111006_HSS:0.305639;GSE111010_JSS:0.333506;GSE111016_SSS:0.037466;GSE226151:0.0132756	GSE111006_HSS:0.809912;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.481253
PIGL	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_up	0.14808501185077824	0.04340171245901664	3.4119624194693223	0.0006449700439548423	0.33944052633682265	1	0	4	0	1.0	4	4	1.0	GSE111006_HSS:match(heldout=0.22427,discovery_mean=0.1273);GSE111010_JSS:match(heldout=0.13089,discovery_mean=0.15843);GSE111016_SSS:match(heldout=0.15326,discovery_mean=0.15097);GSE226151:match(heldout=0.097751,discovery_mean=0.16947)	0.8002702096646845	0.0	0.0	False	GSE111006_HSS:0.224266;GSE111010_JSS:0.130885;GSE111016_SSS:0.153259;GSE226151:0.0977508	GSE111006_HSS:0.0578174;GSE111010_JSS:0.379698;GSE111016_SSS:0.0151135;GSE226151:0.272914	GSE111006_HSS:0.578737;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.667188
GOT2	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.20626840486874173	0.06052737100718032	-3.4078533634687727	0.0006547607033410427	0.33944052633682265	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.083755,discovery_mean=-0.22728);GSE111010_JSS:match(heldout=-0.21443,discovery_mean=-0.18373);GSE111016_SSS:match(heldout=-0.26284,discovery_mean=-0.16759);GSE226151:match(heldout=-0.20459,discovery_mean=-0.18701)	1.2843006995148194	0.0	0.0	False	GSE111006_HSS:-0.0837547;GSE111010_JSS:-0.214425;GSE111016_SSS:-0.262835;GSE226151:-0.204588	GSE111006_HSS:0.525504;GSE111010_JSS:0.233847;GSE111016_SSS:0.00574142;GSE226151:0.131728	GSE111006_HSS:0.899426;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.594472
GTF3A	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.124695676477204	0.036619939789215135	-3.405130570802519	0.0006613242526512064	0.33944052633682265	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.24733,discovery_mean=-0.090282);GSE111010_JSS:match(heldout=-0.016331,discovery_mean=-0.16728);GSE111016_SSS:match(heldout=-0.11286,discovery_mean=-0.1351);GSE226151:match(heldout=-0.14165,discovery_mean=-0.12551)	2.1374593261557355	0.0	0.0	False	GSE111006_HSS:-0.247326;GSE111010_JSS:-0.0163313;GSE111016_SSS:-0.112864;GSE226151:-0.141651	GSE111006_HSS:0.0254807;GSE111010_JSS:0.902433;GSE111016_SSS:0.0141562;GSE226151:0.222887	GSE111006_HSS:0.50055;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.642213
SERBP1P5	3	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS	case_down	-0.13268617602376326	0.03901208745373852	-3.4011555054854665	0.0006710164465013756	0.3397610166751357	1	0	0	3	1.0	3	3	1.0	GSE111006_HSS:match(heldout=-0.18816,discovery_mean=-0.1476);GSE111010_JSS:match(heldout=-0.2019,discovery_mean=-0.14073);GSE111016_SSS:match(heldout=-0.093305,discovery_mean=-0.19503)	1.5930662251682404	0.0	0.0	False	GSE111006_HSS:-0.188163;GSE111010_JSS:-0.201901;GSE111016_SSS:-0.0933046	GSE111006_HSS:0.0276459;GSE111010_JSS:0.0511229;GSE111016_SSS:0.070116	GSE111006_HSS:0.509161;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611
SGSH	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_up	0.16645660084926148	0.04903467972251043	3.394670910287316	0.0006871113829103337	0.34045381281725334	2	0	4	0	1.0	4	4	1.0	GSE111006_HSS:match(heldout=0.26856,discovery_mean=0.14939);GSE111010_JSS:match(heldout=0.16942,discovery_mean=0.18244);GSE111016_SSS:match(heldout=0.05516,discovery_mean=0.22052);GSE226151:match(heldout=0.22359,discovery_mean=0.16438)	3.0731543461045123	2.380431890680719	0.00023206362090999992	False	GSE111006_HSS:0.268563;GSE111010_JSS:0.169417;GSE111016_SSS:0.0551596;GSE226151:0.223588	GSE111006_HSS:0.0157312;GSE111010_JSS:0.134613;GSE111016_SSS:0.513878;GSE226151:0.025995	GSE111006_HSS:0.459986;GSE111010_JSS:0.999436;GSE111016_SSS:0.924044;GSE226151:0.514652
PFDN1	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.16840760868702656	0.04980713327070675	-3.3811945725065997	0.0007217141784275819	0.3413233180126199	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.22011,discovery_mean=-0.15785);GSE111010_JSS:match(heldout=-0.14287,discovery_mean=-0.1836);GSE111016_SSS:match(heldout=-0.17129,discovery_mean=-0.17412);GSE226151:match(heldout=-0.15939,discovery_mean=-0.17809)	0.17491535484613685	0.0	0.0	False	GSE111006_HSS:-0.220108;GSE111010_JSS:-0.142866;GSE111016_SSS:-0.171295;GSE226151:-0.159393	GSE111006_HSS:0.156499;GSE111010_JSS:0.231994;GSE111016_SSS:0.0250565;GSE226151:0.121298	GSE111006_HSS:0.709862;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.589544
PAQR4	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.29853213044236826	0.08840952881360614	-3.376696318241484	0.0007336199814248189	0.3413233180126199	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.16643,discovery_mean=-0.25429);GSE111010_JSS:match(heldout=-0.065598,discovery_mean=-0.2879);GSE111016_SSS:match(heldout=-0.27659,discovery_mean=-0.21757);GSE226151:match(heldout=-0.42068,discovery_mean=-0.16954)	1.4064816082068967	0.0	0.0	False	GSE111006_HSS:-0.16643;GSE111010_JSS:-0.0655979;GSE111016_SSS:-0.27659;GSE226151:-0.420685	GSE111006_HSS:0.63682;GSE111010_JSS:0.829042;GSE111016_SSS:0.0300528;GSE226151:0.00978761	GSE111006_HSS:0.933475;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.470665
MED11	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.11898317940092328	0.035253151400427826	-3.375107605258783	0.0007378683380667274	0.3413233180126199	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.16951,discovery_mean=-0.12216);GSE111010_JSS:match(heldout=-0.12981,discovery_mean=-0.13539);GSE111016_SSS:match(heldout=-0.10424,discovery_mean=-0.14391);GSE226151:match(heldout=-0.13242,discovery_mean=-0.13452)	0.41322383527004225	0.0	0.0	False	GSE111006_HSS:-0.169513;GSE111010_JSS:-0.129812;GSE111016_SSS:-0.104238;GSE226151:-0.132417	GSE111006_HSS:0.0878058;GSE111010_JSS:0.143085;GSE111016_SSS:0.0235029;GSE226151:0.383972	GSE111006_HSS:0.630896;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.723968
OR7E29P	3	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS	case_down	-0.5574461881211484	0.16538422348250914	-3.370612845548133	0.0007500118110236887	0.3427096652103243	1	0	0	3	1.0	3	3	1.0	GSE111006_HSS:match(heldout=-0.033785,discovery_mean=-0.76963);GSE111010_JSS:match(heldout=-0.98861,discovery_mean=-0.29222);GSE111016_SSS:match(heldout=-0.55065,discovery_mean=-0.5112)	0.745810513859953	0.0	0.0	False	GSE111006_HSS:-0.0337851;GSE111010_JSS:-0.988613;GSE111016_SSS:-0.550654	GSE111006_HSS:0.969604;GSE111010_JSS:0.167943;GSE111016_SSS:0.00304487	GSE111006_HSS:0.995925;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611
USP36	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_up	0.15465295522191438	0.04613759046780101	3.351994624206594	0.0008023157668414106	0.34713127380080006	2	0	4	0	1.0	4	4	1.0	GSE111006_HSS:match(heldout=0.17035,discovery_mean=0.15752);GSE111010_JSS:match(heldout=0.063923,discovery_mean=0.19299);GSE111016_SSS:match(heldout=0.10269,discovery_mean=0.18007);GSE226151:match(heldout=0.30594,discovery_mean=0.11232)	3.5013527523607273	14.318830115665973	0.0012505570795622435	False	GSE111006_HSS:0.170348;GSE111010_JSS:0.0639228;GSE111016_SSS:0.102693;GSE226151:0.305941	GSE111006_HSS:0.033573;GSE111010_JSS:0.576355;GSE111016_SSS:0.139974;GSE226151:0.00464339	GSE111006_HSS:0.521484;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.377279
SLC16A1	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.1530237023550822	0.045668870314205204	-3.3507223038859473	0.0008060108575267448	0.34713127380080006	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.22023,discovery_mean=-0.091256);GSE111010_JSS:match(heldout=-0.013143,discovery_mean=-0.16028);GSE111016_SSS:match(heldout=-0.17767,discovery_mean=-0.10544);GSE226151:match(heldout=-0.082956,discovery_mean=-0.13701)	1.657409832959613	0.0	0.0	False	GSE111006_HSS:-0.220226;GSE111010_JSS:-0.0131429;GSE111016_SSS:-0.177668;GSE226151:-0.0829564	GSE111006_HSS:0.214916;GSE111010_JSS:0.923075;GSE111016_SSS:0.00207734;GSE226151:0.587698	GSE111006_HSS:0.756408;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.824546
SCTR-AS1	2	GSE111006_HSS,GSE111016_SSS	case_down	-0.8485515752470876	0.2536382831960203	-3.34551852565292	0.0008212887253755673	0.348741883696238	1	0	0	2	1.0	2	2	1.0	GSE111006_HSS:match(heldout=-0.6482,discovery_mean=-0.85692);GSE111016_SSS:match(heldout=-0.85692,discovery_mean=-0.6482)	0.02605293624681931	0.0	0.0	False	GSE111006_HSS:-0.648196;GSE111016_SSS:-0.856917	GSE111006_HSS:0.612788;GSE111016_SSS:0.00208729	GSE111006_HSS:0.925973;GSE111016_SSS:0.894611
MLIP	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_up	0.1670308330903343	0.05004214319571699	3.3378033478116533	0.0008444349056990915	0.348741883696238	1	0	4	0	1.0	4	4	1.0	GSE111006_HSS:match(heldout=0.1616,discovery_mean=0.13444);GSE111010_JSS:match(heldout=0.03596,discovery_mean=0.17632);GSE111016_SSS:match(heldout=0.19016,discovery_mean=0.12492);GSE226151:match(heldout=0.1772,discovery_mean=0.12924)	0.8915173485090815	0.0	0.0	False	GSE111006_HSS:0.161601;GSE111010_JSS:0.0359604;GSE111016_SSS:0.190157;GSE226151:0.177205	GSE111006_HSS:0.210905;GSE111010_JSS:0.813965;GSE111016_SSS:0.00542998;GSE226151:0.212064	GSE111006_HSS:0.752193;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.637638
SMIM26	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.1357712522788066	0.04086433254329129	-3.322487945568958	0.0008921852618696904	0.35255128567796223	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.16038,discovery_mean=-0.16553);GSE111010_JSS:match(heldout=-0.091104,discovery_mean=-0.18862);GSE111016_SSS:match(heldout=-0.12169,discovery_mean=-0.17843);GSE226151:match(heldout=-0.2838,discovery_mean=-0.12439)	1.0228448753746116	0.0	0.0	False	GSE111006_HSS:-0.160378;GSE111010_JSS:-0.0911043;GSE111016_SSS:-0.121695;GSE226151:-0.283797	GSE111006_HSS:0.044447;GSE111010_JSS:0.371169;GSE111016_SSS:0.0430932;GSE226151:0.12836	GSE111006_HSS:0.553431;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.592402
EFCAB6	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_up	0.1441385304792349	0.04338488593928105	3.322321295968434	0.000892718341660108	0.35255128567796223	1	0	4	0	1.0	4	4	1.0	GSE111006_HSS:match(heldout=0.25916,discovery_mean=0.073842);GSE111010_JSS:match(heldout=0.01096,discovery_mean=0.15658);GSE111016_SSS:match(heldout=0.18652,discovery_mean=0.098056);GSE226151:match(heldout=0.024045,discovery_mean=0.15222)	3.0726415856328764	2.364141199303409	0.00029951187093185254	False	GSE111006_HSS:0.259164;GSE111010_JSS:0.0109605;GSE111016_SSS:0.186522;GSE226151:0.0240449	GSE111006_HSS:0.418802;GSE111010_JSS:0.961583;GSE111016_SSS:0.000437458;GSE226151:0.788456	GSE111006_HSS:0.859996;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.919704
DBI	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.22109146295720397	0.06691730642192188	-3.303950424471586	0.0009533268897250887	0.3615298735533942	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.27828,discovery_mean=-0.22201);GSE111010_JSS:match(heldout=-0.072369,discovery_mean=-0.29064);GSE111016_SSS:match(heldout=-0.21416,discovery_mean=-0.24338);GSE226151:match(heldout=-0.37949,discovery_mean=-0.18827)	2.170140556331403	0.0	0.0	False	GSE111006_HSS:-0.278281;GSE111010_JSS:-0.0723694;GSE111016_SSS:-0.214159;GSE226151:-0.379491	GSE111006_HSS:0.25093;GSE111010_JSS:0.625773;GSE111016_SSS:0.0267282;GSE226151:0.0180047	GSE111006_HSS:0.781561;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.495387
G6PC3	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.10402653048455492	0.031736590037494544	-3.277810576424717	0.0010461557349363973	0.38912845608508145	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.064082,discovery_mean=-0.092363);GSE111010_JSS:match(heldout=-0.1195,discovery_mean=-0.073891);GSE111016_SSS:match(heldout=-0.12614,discovery_mean=-0.071676);GSE226151:match(heldout=-0.031447,discovery_mean=-0.10324)	1.149911164589989	0.0	0.0	False	GSE111006_HSS:-0.0640822;GSE111010_JSS:-0.119499;GSE111016_SSS:-0.126143;GSE226151:-0.0314474	GSE111006_HSS:0.393468;GSE111010_JSS:0.194794;GSE111016_SSS:0.00432727;GSE226151:0.751118	GSE111006_HSS:0.852137;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.902042
BRINP3	2	GSE111016_SSS,GSE226151	case_up	0.13000746967553345	0.03967191483519173	3.2770656575469315	0.0010489197487147568	0.38912845608508145	1	0	2	0	1.0	2	2	1.0	GSE111016_SSS:match(heldout=0.13403,discovery_mean=0.11958);GSE226151:match(heldout=0.11958,discovery_mean=0.13403)	0.02665195307803399	0.0	0.0	False	GSE111016_SSS:0.134031;GSE226151:0.119582	GSE111016_SSS:0.00675208;GSE226151:0.12044	GSE111016_SSS:0.894611;GSE226151:0.589544
RWDD1	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.11682438994615116	0.03592738413602968	-3.2516809324003675	0.0011472473015709695	0.41734183633555977	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.058458,discovery_mean=-0.13689);GSE111010_JSS:match(heldout=-0.062405,discovery_mean=-0.13558);GSE111016_SSS:match(heldout=-0.13076,discovery_mean=-0.11279);GSE226151:match(heldout=-0.21751,discovery_mean=-0.083876)	1.8892041232806367	0.0	0.0	False	GSE111006_HSS:-0.0584582;GSE111010_JSS:-0.0624047;GSE111016_SSS:-0.130764;GSE226151:-0.217514	GSE111006_HSS:0.524695;GSE111010_JSS:0.454908;GSE111016_SSS:0.0118261;GSE226151:0.0418203	GSE111006_HSS:0.898958;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.550609
CHCHD4	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.13585586889398438	0.041896661367603144	-3.2426418826545396	0.001184269654605835	0.4228319832177884	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.17302,discovery_mean=-0.11626);GSE111010_JSS:match(heldout=-0.071772,discovery_mean=-0.15001);GSE111016_SSS:match(heldout=-0.13688,discovery_mean=-0.12831);GSE226151:match(heldout=-0.14013,discovery_mean=-0.12722)	0.3193404969328969	0.0	0.0	False	GSE111006_HSS:-0.173018;GSE111010_JSS:-0.0717719;GSE111016_SSS:-0.136881;GSE226151:-0.140133	GSE111006_HSS:0.156716;GSE111010_JSS:0.605526;GSE111016_SSS:0.016085;GSE226151:0.157678	GSE111006_HSS:0.709862;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.609959
CHODL	3	GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.1532695899867541	0.04729832924866689	-3.240486343205749	0.0011932598792319502	0.4228319832177884	1	0	0	3	1.0	3	3	1.0	GSE111010_JSS:match(heldout=-0.18306,discovery_mean=-0.30314);GSE111016_SSS:match(heldout=-0.14487,discovery_mean=-0.32224);GSE226151:match(heldout=-0.46141,discovery_mean=-0.16397)	1.059660780524653	0.0	0.0	False	GSE111010_JSS:-0.183064;GSE111016_SSS:-0.144872;GSE226151:-0.461412	GSE111010_JSS:0.586421;GSE111016_SSS:0.00488554;GSE226151:0.138917	GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.600106
RPS6KB2	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.11773121104920767	0.0363391924953365	-3.239786108739659	0.0011961939262079473	0.4228319832177884	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.077089,discovery_mean=-0.1315);GSE111010_JSS:match(heldout=-0.16174,discovery_mean=-0.10328);GSE111016_SSS:match(heldout=-0.12356,discovery_mean=-0.11601);GSE226151:match(heldout=-0.10919,discovery_mean=-0.1208)	0.41720805335804734	0.0	0.0	False	GSE111006_HSS:-0.0770887;GSE111010_JSS:-0.161738;GSE111016_SSS:-0.123561;GSE226151:-0.109189	GSE111006_HSS:0.362107;GSE111010_JSS:0.158864;GSE111016_SSS:0.0107312;GSE226151:0.410627	GSE111006_HSS:0.838671;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.737349
WDR35	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_up	0.13529128917924008	0.041877061711118345	3.2306776944505704	0.0012349711304898295	0.424444567956582	1	0	4	0	1.0	4	4	1.0	GSE111006_HSS:match(heldout=0.10809,discovery_mean=0.13945);GSE111010_JSS:match(heldout=0.14553,discovery_mean=0.12697);GSE111016_SSS:match(heldout=0.14204,discovery_mean=0.12813);GSE226151:match(heldout=0.13078,discovery_mean=0.13189)	0.10819349968188187	0.0	0.0	False	GSE111006_HSS:0.108087;GSE111010_JSS:0.145533;GSE111016_SSS:0.14204;GSE226151:0.130782	GSE111006_HSS:0.268436;GSE111010_JSS:0.108472;GSE111016_SSS:0.0242879;GSE226151:0.340608	GSE111006_HSS:0.790202;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.701499
RALY	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.10131174573931592	0.03136988521293448	-3.2295861158440866	0.0012396954013972157	0.424444567956582	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.10709,discovery_mean=-0.096354);GSE111010_JSS:match(heldout=-0.10912,discovery_mean=-0.095676);GSE111016_SSS:match(heldout=-0.10184,discovery_mean=-0.098102);GSE226151:match(heldout=-0.0781,discovery_mean=-0.10602)	0.06608699276240654	0.0	0.0	False	GSE111006_HSS:-0.107087;GSE111010_JSS:-0.109119;GSE111016_SSS:-0.101842;GSE226151:-0.0780997	GSE111006_HSS:0.120534;GSE111010_JSS:0.320731;GSE111016_SSS:0.0165845;GSE226151:0.442931	GSE111006_HSS:0.670883;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.753176
TIMM21	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.13953695580676032	0.04333816133646178	-3.2197248684236035	0.0012831368125007477	0.424444567956582	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.10002,discovery_mean=-0.12714);GSE111010_JSS:match(heldout=-0.013489,discovery_mean=-0.15598);GSE111016_SSS:match(heldout=-0.20119,discovery_mean=-0.093413);GSE226151:match(heldout=-0.16673,discovery_mean=-0.1049)	3.188931886348105	5.9246134154488175	0.0004810087314515586	False	GSE111006_HSS:-0.100017;GSE111010_JSS:-0.0134889;GSE111016_SSS:-0.201194;GSE226151:-0.166733	GSE111006_HSS:0.372544;GSE111010_JSS:0.883103;GSE111016_SSS:0.00187111;GSE226151:0.107137	GSE111006_HSS:0.844863;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.581961
C2orf74	2	GSE111016_SSS,GSE226151	case_down	-0.12156391665436397	0.037783554452939815	-3.21737640659971	0.001293687516049564	0.424444567956582	1	0	0	2	1.0	2	2	1.0	GSE111016_SSS:match(heldout=-0.12593,discovery_mean=-0.11393);GSE226151:match(heldout=-0.11393,discovery_mean=-0.12593)	0.023361315636914095	0.0	0.0	False	GSE111016_SSS:-0.125932;GSE226151:-0.113929	GSE111016_SSS:0.0115358;GSE226151:0.0772256	GSE111016_SSS:0.894611;GSE226151:0.568782
DAP3	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.08575104094091181	0.026659299583263418	-3.2165526582230957	0.001297407218301842	0.424444567956582	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.038829,discovery_mean=-0.07461);GSE111010_JSS:match(heldout=-0.035351,discovery_mean=-0.075769);GSE111016_SSS:match(heldout=-0.10836,discovery_mean=-0.051434);GSE226151:match(heldout=-0.080122,discovery_mean=-0.060846)	1.4121194533921826	0.0	0.0	False	GSE111006_HSS:-0.0388292;GSE111010_JSS:-0.0353511;GSE111016_SSS:-0.108356;GSE226151:-0.0801222	GSE111006_HSS:0.525369;GSE111010_JSS:0.683988;GSE111016_SSS:0.00248239;GSE226151:0.431499	GSE111006_HSS:0.899426;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.749737
MRPL33	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.2118595659313297	0.06586589188570371	-3.216529221208559	0.0012975131943076849	0.424444567956582	2	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.17656,discovery_mean=-0.21919);GSE111010_JSS:match(heldout=-0.050064,discovery_mean=-0.26136);GSE111016_SSS:match(heldout=-0.20173,discovery_mean=-0.2108);GSE226151:match(heldout=-0.40579,discovery_mean=-0.14278)	5.719959082980578	47.552072375371814	0.008179799699084738	False	GSE111006_HSS:-0.176557;GSE111010_JSS:-0.0500642;GSE111016_SSS:-0.201726;GSE226151:-0.405787	GSE111006_HSS:0.121936;GSE111010_JSS:0.661425;GSE111016_SSS:0.00366527;GSE226151:0.000367971	GSE111006_HSS:0.672487;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.183863
MPDU1	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.14658034475534648	0.04574805488591772	-3.2040781869496975	0.0013549567481822107	0.4252050815822369	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.18855,discovery_mean=-0.14372);GSE111010_JSS:match(heldout=-0.20784,discovery_mean=-0.13729);GSE111016_SSS:match(heldout=-0.11598,discovery_mean=-0.16791);GSE226151:match(heldout=-0.10734,discovery_mean=-0.17079)	0.7491233090606646	0.0	0.0	False	GSE111006_HSS:-0.188549;GSE111010_JSS:-0.207839;GSE111016_SSS:-0.115983;GSE226151:-0.107336	GSE111006_HSS:0.0494234;GSE111010_JSS:0.102536;GSE111016_SSS:0.0646028;GSE226151:0.617578	GSE111006_HSS:0.571706;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.839208
MDH2	4	GSE111006_HSS,GSE111010_JSS,GSE111016_SSS,GSE226151	case_down	-0.14022387106590045	0.04378395680589711	-3.20263131282402	0.001361782000850528	0.4252050815822369	1	0	0	4	1.0	4	4	1.0	GSE111006_HSS:match(heldout=-0.08761,discovery_mean=-0.14789);GSE111010_JSS:match(heldout=-0.10052,discovery_mean=-0.14358);GSE111016_SSS:match(heldout=-0.14275,discovery_mean=-0.12951);GSE226151:match(heldout=-0.20039,discovery_mean=-0.11029)	0.669294112408225	0.0	0.0	False	GSE111006_HSS:-0.0876104;GSE111010_JSS:-0.100517;GSE111016_SSS:-0.142751;GSE226151:-0.200392	GSE111006_HSS:0.391302;GSE111010_JSS:0.57593;GSE111016_SSS:0.0188682;GSE226151:0.0586433	GSE111006_HSS:0.851592;GSE111010_JSS:0.999436;GSE111016_SSS:0.894611;GSE226151:0.561166
